,Team Name,Rank_private,Rank_public,Shake,Score_private,Score_public,Entries
2091,srihari2761,2125,2408,283,3.62123,3.70596,3
2092,SerenityFox,2141,2449,308,3.62124,3.70628,5
2093,shubham5024,2140,2448,308,3.62124,3.70628,2
2094,Sadegh,2139,2458,319,3.62124,3.70628,1
2095,Bhanuteja Aryasomayajula,2138,2457,319,3.62124,3.70628,8
2096,Jeray,2137,2456,319,3.62124,3.70628,2
2097,Tsukasa,2136,2445,309,3.62124,3.70628,17
2098,Sridharan Kamalakannan,2135,2447,312,3.62124,3.70628,1
2099,Syed Afzaal,2134,2446,312,3.62124,3.70628,5
2100,Rob Wishart,2128,2452,324,3.62124,3.70628,1
2101,NeelambujChaturvedi,2132,2453,321,3.62124,3.70628,8
2102,AdityaKiran,2131,1880,-251,3.62124,3.69835,1
2103,python_nnn,2130,2469,339,3.62124,3.70635,1
2104,TAOXH,2129,2451,322,3.62124,3.70628,1
2105,seigo,2133,2450,317,3.62124,3.70628,1
2106,Vincenzo Lavorini,2127,2444,317,3.62124,3.70628,2
2107,Navdeep & Pals,2126,2454,328,3.62124,3.70628,11
2108,KyungmoKoo,2142,2489,347,3.62125,3.70659,1
2109,JasonZivkovic,2143,2284,141,3.62125,3.70389,1
2110,phithor,2145,1790,-355,3.62126,3.69706,6
2111,datascience966,2146,2480,334,3.62126,3.70649,23
2112,人赢队,2144,2459,315,3.62126,3.70629,2
2113,Ito_Kashi,2147,2411,264,3.62128,3.70597,1
2114,arulraj,2148,2338,190,3.62129,3.70496,38
2115,Jonimatix,2149,2216,67,3.62129,3.70197,11
2116,Ziyue Wu,2150,2355,205,3.6213,3.70514,9
2117,Leidongbao,2151,2120,-31,3.6213,3.70052,12
2118,Duffy Lu,2152,2330,178,3.6213,3.70485,7
2119,Rafael Batyrshin,2160,1689,-471,3.62132,3.69557,2
2120,jishihao,2164,1693,-471,3.62132,3.69557,3
2121,shweta agrawal,2162,2474,312,3.62132,3.70642,7
2122,DS_no_BS,2161,1691,-470,3.62132,3.69557,8
2123,Denis Lisitsin,2159,1692,-467,3.62132,3.69557,6
2124,yokii2N,2163,1687,-476,3.62132,3.69557,25
2125,solaka,2157,2149,-8,3.62132,3.7008,54
2126,Lanchett,2153,2147,-6,3.62132,3.7008,1
2127,Pablo,2154,2380,226,3.62132,3.70552,1
2128,morteza,2158,1160,-998,3.62132,3.69184,31
2129,MorsiliAmine,2156,2148,-8,3.62132,3.7008,1
2130,ThtatG,2155,2150,-5,3.62132,3.7008,13
2131,Tomo Masuda,2165,2497,332,3.62133,3.70672,1
2132,LinearLoveCookies,2166,2157,-9,3.62133,3.70092,12
2133,_krisha_n_,2167,2368,201,3.62134,3.70532,6
2134,yentianbao,2168,1224,-944,3.62135,3.69212,26
2135,AmovingATM,2169,1818,-351,3.62135,3.69749,10
2136,Hadis motamedi,2170,1775,-395,3.62135,3.69682,4
2137,Bruno Oliveira,2171,1774,-397,3.62135,3.69682,1
2138,Vicky Xie,2174,2492,318,3.62136,3.70666,1
2139,MSF,2172,2388,216,3.62136,3.7056,10
2140,mango,2173,2205,32,3.62136,3.70156,3
2141,MJ,2176,2498,322,3.62137,3.70675,1
2142,songdi2018,2175,2436,261,3.62137,3.7062,1
2143,k.ko,2177,2549,372,3.62138,3.70902,26
2144,Ao_i,2178,2442,264,3.62138,3.70626,1
2145,gorgonzola,2179,2441,262,3.62139,3.70625,6
2146,elcee,2181,2461,280,3.6214,3.70629,1
2147,Gaarv,2182,2462,280,3.62143,3.70629,13
2148,linway,2183,1821,-362,3.62146,3.69756,2
2149,my baby weiwei,2184,2336,152,3.62147,3.70493,17
2150,Shnegan,2185,2398,213,3.62147,3.70578,20
2151,MaizeMan,2186,2443,257,3.62147,3.70626,2
2152,jkobkg,2187,2314,127,3.62148,3.7046,15
2153,frefre,2188,2264,76,3.62148,3.7034,20
2154,Yan Ting Zhe,2189,2258,69,3.62148,3.70313,3
2155,Iago Breno Araujo,2190,1987,-203,3.62149,3.69947,1
2156,aDataGuy,2191,2324,133,3.6215,3.70478,2
2157,amitrajan,2192,1996,-196,3.62152,3.69953,28
2158,NikitaBenkovich,2193,2407,214,3.62155,3.70594,4
2159,Yiming Liu,2194,2227,33,3.62156,3.70232,68
2160,Amayakulu,2195,2401,206,3.62156,3.70582,29
2161,zatang,2196,2416,220,3.62158,3.70599,6
2162,FelixLi,2197,2128,-69,3.62158,3.7006,18
2163,Mrigendranath Debsarma,2198,2270,72,3.62159,3.70349,2
2164,heartfang,2199,1565,-634,3.62159,3.69388,35
2165,a921245840,2200,402,-1798,3.62159,3.68516,15
2166,vocm88,2201,2127,-74,3.62161,3.70059,39
2167,philippebert,2202,2387,185,3.62161,3.70557,10
2168,BaCo,2203,2080,-123,3.62163,3.70016,3
2169,hata,2204,1773,-431,3.62164,3.69681,44
2170,ChunFeng Tang,2205,2472,267,3.62164,3.7064,1
2171,Doyeon,2206,2534,328,3.62167,3.70837,3
2172,Sergej Koenig,2207,2382,175,3.62167,3.70554,3
2173,Anton P,2208,2542,334,3.62168,3.7085,26
2174,Marcel,2209,2423,214,3.62171,3.70609,1
2175,SHUBHAM JAIN,2210,2562,352,3.62172,3.70964,3
2176,Izotov,2211,1634,-577,3.62174,3.69469,16
2177,Delta,2212,2427,215,3.62174,3.70613,1
2178,Muhammad Umair Qadir,2213,2316,103,3.62175,3.70463,1
2179,Лала,2214,2496,282,3.62176,3.70671,1
2180,llllzhang,2215,2514,299,3.62176,3.70733,1
2181,混分巨兽,2216,2464,248,3.62177,3.70631,5
2182,Bill Kouts,2217,2325,108,3.62178,3.70478,4
2183,Boatzei,2218,2093,-125,3.62178,3.70031,10
2184,Analytic_novices,2219,2479,260,3.6218,3.70648,1
2185,beginners,2220,221,-1999,3.6218,3.67999,29
2186,damon chien,2221,1968,-253,3.62183,3.69926,3
2187,DAL Tiger,2222,1538,-684,3.62184,3.6936,18
2188,LightGBT,2223,232,-1991,3.62186,3.68044,54
2189,Nikolay Sav,2224,2460,236,3.62186,3.70629,3
2190,DrP,2225,2502,277,3.62187,3.70685,13
2191,Ryota Suzuki,2226,2004,-222,3.62189,3.69958,32
2192,Marco Nardelli,2227,1666,-561,3.62189,3.69509,26
2193,Tejeshwar Gurram,2228,1702,-526,3.6219,3.69568,2
2194,Eagles,2229,1705,-524,3.6219,3.69568,5
2195,TerrenceDonald,2230,1699,-531,3.6219,3.69568,1
2196,Badr,2231,935,-1296,3.6219,3.68926,17
2197,Seven,2232,1706,-526,3.6219,3.69568,6
2198,Douglas Baldwin,2233,1707,-526,3.6219,3.69568,1
2199,Alex M.,2234,1708,-526,3.6219,3.69568,1
2200,sxqn,2235,1704,-531,3.6219,3.69568,4
2201,Zeyu,2236,2467,231,3.62192,3.70632,1
2202,Tippler,2237,2566,329,3.62192,3.70986,4
2203,Anonymous,2238,1898,-340,3.622,3.69859,6
2204,Costa.Medvedev,2239,2373,134,3.62202,3.7054,53
2205,Anton Lytyakov,2240,1508,-732,3.62203,3.69339,5
2206,ykfjmt,2241,2437,196,3.62204,3.70621,7
2207,Rui Fan,2242,1456,-786,3.62206,3.69307,26
2208,Anderson Brilhador,2243,1843,-400,3.62207,3.69799,26
2209,MT,2244,1684,-560,3.6221,3.69553,12
2210,Leonid Bystrov,2245,1812,-433,3.62214,3.69738,5
2211,shubh,2246,2578,332,3.62216,3.71004,1
2212,Shuwei Zhang,2247,214,-2033,3.62218,3.67936,190
2213,start,2248,1260,-988,3.62219,3.69242,58
2214,Takutin,2249,2621,372,3.62222,3.71297,21
2215,huangzhiyong,2250,1772,-478,3.62224,3.69676,48
2216,Jean-Marc,2251,2214,-37,3.62224,3.70192,30
2217,cuptea18,2252,2278,26,3.62225,3.70377,8
2218,linear,2253,2377,124,3.62226,3.70549,1
2219,Keita Shimizu,2254,1748,-506,3.62227,3.6963,21
2220,alsaco,2255,141,-2114,3.62229,3.67474,83
2221,PeterBon,2256,1696,-560,3.62234,3.69562,2
2222,HWR - BIPM - CSV,2257,2587,330,3.62237,3.71056,20
2223,irutheu,2258,1918,-340,3.62239,3.69874,1
2224,I've no idea what I'm blending,2259,121,-2138,3.6224,3.67312,153
2225,JorgePorca,2260,2058,-202,3.62241,3.69999,1
2226,Kohei Sakurai,2261,2560,299,3.62241,3.70952,2
2227,Shen Yue,2262,124,-2138,3.62243,3.67341,19
2228,rajatghosh,2263,1940,-323,3.62243,3.69894,20
2229,Vasiliy Salikov,2264,2101,-163,3.62243,3.70037,13
2230,Dmitry Larko,2265,1750,-515,3.62245,3.6963,26
2231,1ira,2266,2053,-213,3.6225,3.69996,30
2232,Ferryman,2267,1868,-399,3.62251,3.69822,13
2233,Iary Joseph,2268,203,-2065,3.62251,3.67885,167
2234,Alex Mitrofanov,2269,269,-2000,3.62254,3.68205,6
2235,sudeep siddharth,2270,2506,236,3.62256,3.70695,68
2236,Jun M,2271,1997,-274,3.62258,3.69953,4
2237,Alejandro,2273,2375,102,3.62259,3.70543,32
2238,David Lizano,2272,1752,-520,3.62259,3.69636,3
2239,Euterpe Tunes,2274,21,-2253,3.6226,3.6563,56
2240,Jin Zhou,2275,1729,-546,3.62263,3.69598,25
2241,XiaoHuiHui,2276,59,-2217,3.62267,3.66678,188
2242,Siddhartha Sinha,2277,2262,-15,3.62274,3.70332,1
2243,Eduard,2278,410,-1868,3.62275,3.68544,12
2244,bupt,2279,934,-1345,3.62278,3.68925,32
2245,dzungct,2280,1991,-289,3.62279,3.69948,3
2246,Erica,2281,926,-1355,3.62282,3.68911,80
2247,paulbruffett,2282,2593,311,3.62284,3.7109,12
2248,Prateek Singhal,2283,1836,-447,3.6229,3.69788,1
2249,sunshine_16,2284,1803,-481,3.62294,3.69721,15
2250,R&K,2285,2599,314,3.62294,3.71127,29
2251,Jane Lameski,2286,2248,-38,3.62295,3.70274,20
2252,Antonio Marin,2287,145,-2142,3.62296,3.6748,63
2253,Reynald Riviere,2288,902,-1386,3.62297,3.6886,58
2254,shifeiwen,2289,2332,43,3.62298,3.70489,14
2255,[ods.ai] tambovWolf,2290,1485,-805,3.62299,3.69318,29
2256,Claudio Diniz,2291,2208,-83,3.62299,3.70167,2
2257,Vinicius,2292,112,-2180,3.62302,3.67223,57
2258,Mike Kim,2293,303,-1990,3.62304,3.683,9
2259,Zyn,2294,541,-1753,3.62305,3.68747,3
2260,l0glikelihood,2295,64,-2231,3.6231,3.6672,110
2261,jayrsawal,2296,1794,-502,3.6231,3.69709,24
2262,zhangone,2297,44,-2253,3.62316,3.66405,56
2263,Antonio Samaniego,2298,2098,-200,3.62318,3.70034,10
2264,Vladimir Zverev,2299,1957,-342,3.62323,3.69916,36
2265,Evelyn Stamey,2300,2317,17,3.62327,3.70469,5
2266,DusanGrubjesic,2301,2047,-254,3.6233,3.69993,57
2267,M Hendra Herviawan,2302,2185,-117,3.62332,3.70119,13
2268,deepthoughts,2303,2190,-113,3.62332,3.70134,8
2269,ChrisBow,2304,1998,-306,3.62336,3.69955,33
2270,AkshayKarangale,2305,2635,330,3.62337,3.7141,9
2271,Ojon,2306,2239,-67,3.62338,3.7025,6
2272,fgll,2307,1984,-323,3.62348,3.69944,85
2273,fujiyuu75,2308,2177,-131,3.62352,3.70107,12
2274,Gergely Iski,2309,1221,-1088,3.62352,3.69209,32
2275,Andre Obereigner,2310,2146,-164,3.62354,3.7008,26
2276,KcFung,2311,2573,262,3.62354,3.70994,11
2277,arnowaczynski,2312,2693,381,3.62355,3.72036,2
2278,Brad Chase,2313,1979,-334,3.62362,3.69939,6
2279,sreepj,2314,2603,289,3.62364,3.71146,18
2280,sachine,2315,2182,-133,3.62365,3.70113,4
2281,wjsheng,2316,2242,-74,3.62368,3.70259,1
2282,ueonofei,2317,120,-2197,3.62371,3.67299,44
2283,Vladimir Shebunyaev,2318,1744,-574,3.62372,3.69624,35
2284,Paralysis of Analysis,2319,2193,-126,3.62373,3.70144,1
2285,HaozhengNi,2321,2606,285,3.62378,3.71159,5
2286,[ods.ai] Bugi_bugi,2322,71,-2251,3.6238,3.6678,79
2287,Alfie10,2323,2521,198,3.62382,3.70776,56
2288,Phạm Chính Hữu,2324,2143,-181,3.62385,3.70077,12
2289,Kang,2325,55,-2270,3.62385,3.66606,175
2290,Craig Armstrong,2326,2638,312,3.62392,3.71444,1
2291,Zhuchunlin,2328,840,-1488,3.62393,3.6879,55
2292,Jaehun Sim,2329,2518,189,3.62396,3.70765,2
2293,HBJB,2330,2592,262,3.62397,3.71089,15
2294,Oleg Knaub,2331,77,-2254,3.62408,3.66832,140
2295,Sophie A,2332,2553,221,3.62415,3.70926,4
2296,ryotaro_m,2333,2544,211,3.62421,3.7087,19
2297,TPTP,2334,2323,-11,3.62431,3.70477,9
2298,LiLiangShan,2335,2528,193,3.62431,3.70814,3
2299,MPZ1,2336,2619,283,3.62432,3.71268,1
2300,The Deserving Team,2337,2613,276,3.62432,3.71203,4
2301,Ganesh Devaraj,2339,2540,201,3.62441,3.70846,11
2302,Mendrika Ramarlina,2338,42,-2296,3.62441,3.66381,233
2303,Armin,2340,1867,-473,3.62442,3.69821,3
2304,LT Bang,2341,2304,-37,3.62446,3.70436,9
2305,Wa,2342,79,-2263,3.62447,3.66856,36
2306,NN0nnn,2343,2482,139,3.6245,3.70653,10
2307,Mukhit Ismailov,2344,2170,-174,3.62451,3.701,11
2308,caisj,2345,1840,-505,3.62456,3.69794,5
2309,MLF,2346,2271,-75,3.62458,3.7035,8
2310,Dmitry Syubaev,2347,2125,-222,3.62459,3.70058,9
2311,vesal karimi,2348,1904,-444,3.62461,3.69865,1
2312,Evgeny B,2349,2153,-196,3.62462,3.70084,21
2313,jyu0,2350,2558,208,3.62465,3.70947,6
2314,Norman Secord,2351,2709,358,3.6247,3.72203,4
2315,trytrytry,2352,2274,-78,3.62495,3.70367,3
2316,佩奇我是乔治,2353,8,-2345,3.62496,3.64357,36
2317,massy103,2354,2335,-19,3.625,3.70493,11
2318,fwj7,2355,84,-2271,3.62501,3.66896,209
2319,Jinjun Ding,2356,1596,-760,3.62503,3.69436,44
2320,S&W,2357,2546,189,3.62508,3.70884,12
2321,John Greibe Larsen,2358,2507,149,3.62514,3.70698,4
2322,AlexTru,2359,2268,-91,3.62516,3.70345,3
2323,Lê Quang Nam,2360,2468,108,3.62519,3.70634,16
2324,serman,2361,201,-2160,3.6252,3.67875,115
2325,keycai,2362,2583,221,3.6252,3.71038,5
2326,Jiangfy,2363,2517,154,3.62521,3.70753,1
2327,DALIANtang,2364,2422,58,3.62524,3.70605,2
2328,Eric Beckwith,2365,2225,-140,3.62525,3.70227,11
2329,marugari,2366,2329,-37,3.62525,3.70485,4
2330,Julia Lee,2367,2307,-60,3.62528,3.70452,23
2331,Codingworks,2368,1080,-1288,3.62532,3.69135,67
2332,Artem Ermolaev,2369,92,-2277,3.62534,3.67014,148
2333,MingGu,2372,159,-2213,3.62539,3.6761,19
2334,yang fang,2371,2576,205,3.62539,3.70998,16
2335,lvzcl1,2370,158,-2212,3.62539,3.6761,38
2336,bling,2373,156,-2217,3.62542,3.67605,96
2337,NoobFromSomewhere,2374,155,-2219,3.62549,3.676,24
2338,mrmachatschek,2375,2695,320,3.62554,3.72049,6
2339,jenjen,2376,353,-2023,3.62556,3.6837,8
2340,Liujie233,2377,1823,-554,3.62557,3.69761,2
2341,PradeepVasamsetti,2378,2554,176,3.62561,3.70928,5
2342,Nicola Jean,2379,1895,-484,3.62562,3.69855,44
2343,smsxgz,2380,2530,150,3.62569,3.70822,3
2344,akshay1006,2381,2555,174,3.6257,3.70937,6
2345,jack17121579,2382,2488,106,3.62577,3.70659,4
2346,Maxim Chikunov,2383,1922,-461,3.62581,3.69878,14
2347,Francesco Fiorelli,2384,2389,5,3.62588,3.70562,9
2348,ldscarlet,2385,1992,-393,3.62589,3.69948,32
2349,laplacat,2386,2198,-188,3.62591,3.70152,3
2350,Jin Ma,2387,1633,-754,3.62592,3.69467,17
2351,BradSShaw,2388,2350,-38,3.62595,3.70511,4
2352,Karasev Anton,2389,60,-2329,3.62599,3.66685,66
2353,PaoloRampazzo,2390,2691,301,3.62602,3.72013,4
2354,[Aladdin Healthcare Tech]Snake,2391,2,-2389,3.62602,3.61383,111
2355,Captain0602,2392,274,-2118,3.62603,3.68219,5
2356,SumantPatil,2393,2582,189,3.62606,3.71029,3
2357,Pablo Maté Ruiz,2394,2543,149,3.62614,3.70861,21
2358,BBK,2395,2551,156,3.62614,3.7092,10
2359,tkuanlun350,2396,404,-1992,3.62618,3.68529,38
2360,huwahuwa,2397,34,-2363,3.62624,3.66199,191
2361,Airj,2398,2665,267,3.62628,3.71756,26
2362,yangsh,2399,2097,-302,3.62631,3.70033,5
2363,AshishSingh,2400,2612,212,3.62634,3.712,9
2364,wanderer,2401,2504,103,3.62639,3.70692,2
2365,Northmelon,2402,2548,146,3.62647,3.70897,3
2366,umabharati,2403,2591,188,3.62656,3.71077,22
2367,DAndres,2404,217,-2187,3.6266,3.67945,60
2368,Jorge Sendino,2405,347,-2058,3.62664,3.68362,1
2369,vickyejain1,2406,2687,281,3.62673,3.72005,6
2370,Peter,2407,2602,195,3.62676,3.71137,10
2371,IceSkyLake,2408,2276,-132,3.62677,3.70372,1
2372,Arun S,2409,2372,-37,3.62684,3.7054,5
2373,FuJiaojiao,2410,2273,-137,3.62691,3.70367,6
2374,GodBlessYou,2411,2531,120,3.62693,3.70826,17
2375,Shubham,2412,2596,184,3.62694,3.711,15
2376,Ron Warshawsky,2413,2240,-173,3.62696,3.70252,23
2377,Random_prediction,2414,282,-2132,3.62698,3.68245,42
2378,Beanbean,2415,2595,180,3.62701,3.71093,9
2379,Kunihiko Tanaka,2416,2597,181,3.62705,3.71106,3
2380,累死累活还不如别人的baseline,2417,2526,109,3.62708,3.70809,5
2381,Shadowfax,2418,2623,205,3.62723,3.71315,1
2382,crayer,2419,2527,108,3.62725,3.70811,18
2383,SeongHun Jeong,2420,218,-2202,3.62726,3.6797,54
2384,Christopher Sham,2421,2620,199,3.62738,3.71275,6
2385,YongyiTang,2422,2584,162,3.62744,3.7104,16
2386,matthewrl,2423,2708,285,3.62745,3.72193,3
2387,hiroaki,2424,2607,183,3.62747,3.7117,2
2388,大丝瓜呱,2425,368,-2057,3.62748,3.6841,42
2389,Eddo Putradipura,2426,2511,85,3.62763,3.70712,39
2390,yunyipai,2427,2575,148,3.62766,3.70994,13
2391,Guybrush Threepwood,2428,2572,144,3.62766,3.70994,47
2392,yiluo,2429,2643,214,3.62769,3.71515,2
2393,zucczgd,2430,2644,214,3.62769,3.71515,3
2394,Peter KK,2431,90,-2341,3.62771,3.66966,168
2395,blindshooter,2432,2173,-259,3.62781,3.70103,3
2396,狗蛋与春花,2433,2624,191,3.62781,3.71324,3
2397,Noriaki Hiraki,2434,2731,297,3.62784,3.72776,5
2398,hrududu,2435,2616,181,3.62798,3.71235,3
2399,Ali Abdalla,2436,2541,105,3.628,3.70849,3
2400,ABE_,2437,2233,-204,3.62805,3.70238,13
2401,WispZero,2438,1542,-896,3.62811,3.69364,13
2402,liyanda,2439,2290,-149,3.62812,3.70397,55
2403,bratva-ne-strelyaite-drug-v-druga,2440,2516,76,3.62813,3.70747,5
2404,Graceful,2441,2535,94,3.62817,3.70839,5
2405,Jamesdhope,2442,1854,-588,3.62817,3.69809,4
2406,RahulSinha,2443,2614,171,3.62829,3.71208,17
2407,I&D@CAP,2444,257,-2187,3.6283,3.68146,43
2408,David Lee,2445,2241,-204,3.62837,3.70258,1
2409,Alex Raju,2446,2376,-70,3.62841,3.70543,10
2410,Noleya,2448,2590,142,3.62849,3.71077,1
2411,tarokato,2449,2260,-189,3.62849,3.70326,34
2412,blue bonnet,2450,93,-2357,3.62855,3.67021,96
2413,domie,2451,2383,-68,3.62855,3.70555,37
2414,nygilmanov,2452,2639,187,3.62857,3.71448,25
2415,kuroironeko,2453,2269,-184,3.62858,3.70346,12
2416,avivek,2454,2351,-103,3.6286,3.70512,6
2417,Mind Rank,2455,4,-2451,3.62861,3.63724,165
2418,The Underdog,2456,2245,-211,3.62872,3.70266,22
2419,Ahmed Alesh,2457,2689,232,3.62874,3.7201,5
2420,Prasad Mecheri Chandravihar,2458,2265,-193,3.62875,3.70344,10
2421,BGU-DL MayaRonnie,2459,2289,-170,3.62877,3.70394,23
2422,Jigglypuff,2460,2397,-63,3.62879,3.70575,2
2423,Eyad Alswaiti,2461,1890,-571,3.62883,3.69846,38
2424,ttyszk,2462,233,-2229,3.62896,3.68047,6
2425,Sergey_Mamonov,2463,2633,170,3.62897,3.71392,2
2426,Eden,2464,187,-2277,3.62899,3.67778,9
2427,Dilshan Pathirana,2465,2266,-199,3.62899,3.70344,42
2428,Freelancer,2466,2210,-256,3.62903,3.70181,38
2429,百里归风,2467,264,-2203,3.62906,3.68183,28
2430,xywy,2469,2598,129,3.62908,3.71124,6
2431,jdz1994,2468,1033,-1435,3.62908,3.69076,44
2432,ykita,2470,2660,190,3.62915,3.71657,19
2433,Satya M,2471,1700,-771,3.62918,3.69568,21
2434,Burak,2472,2487,15,3.62924,3.70658,1
2435,The Fantastic3,2473,2676,203,3.62925,3.71898,4
2436,willyboy1,2474,2629,155,3.62932,3.71352,6
2437,bk_18,2475,297,-2178,3.62954,3.68292,38
2438,Harish Vutukuri,2476,2533,57,3.62956,3.70835,21
2439,whitehair,2477,2363,-114,3.62963,3.70523,12
2440,Nthana,2478,2209,-269,3.62969,3.70177,91
2441,Seeker,2479,2333,-146,3.62977,3.70491,9
2442,Mr. Pan,2480,2564,84,3.62979,3.7098,28
2443,Patrice,2481,2729,248,3.62989,3.72757,12
2444,LNiesz,2482,2579,97,3.6299,3.71013,18
2445,Fotis Savva,2483,2615,132,3.62991,3.71214,20
2446,LBJ2018King,2484,188,-2296,3.62994,3.67786,18
2447,Debasis Sarangi,2485,2310,-175,3.62995,3.70456,9
2448,learningaibayes,2486,2378,-108,3.62996,3.7055,23
2449,Muralish,2487,2557,70,3.63007,3.7094,3
2450,bvaidya,2488,2556,68,3.63007,3.7094,4
2451,ycaonebula,2489,2563,74,3.63011,3.70971,3
2452,xtzhao,2490,2547,57,3.63013,3.70892,5
2453,Abay Bek,2491,2577,86,3.63015,3.71004,2
2454,Rajeeth,2492,2701,209,3.63016,3.72104,21
2455,Sep81,2494,1779,-715,3.63024,3.69687,26
2456,EFinkel,2493,2550,57,3.63024,3.7092,12
2457,Buzz P,2495,2617,122,3.63031,3.71244,2
2458,Yu Wen,2496,2585,89,3.63036,3.71044,7
2459,Luna Li,2497,2685,188,3.63039,3.71995,8
2460,Maksim Morozov,2498,2636,138,3.63044,3.7143,3
2461,ZhongKai Zhang,2499,2545,46,3.63046,3.70874,8
2462,womble,2504,2567,63,3.63049,3.7099,3
2463,messy girl,2503,2570,67,3.63049,3.7099,1
2464,Rick Chen,2500,2568,68,3.63049,3.7099,11
2465,lidongmeng,2501,2571,70,3.63049,3.7099,1
2466,shinyakoizumi,2502,2569,67,3.63049,3.7099,6
2467,Anastasia Filchenkova,2505,2659,154,3.6305,3.71654,7
2468,Group1 - BIPM,2506,2622,116,3.63052,3.71312,31
2469,ctb1994,2507,2520,13,3.63058,3.70776,6
2470,Alexander Markov,2508,2634,126,3.63061,3.714,4
2471,Cabbage,2509,2645,136,3.63066,3.71528,17
2472,Oleksii B.,2510,73,-2437,3.63068,3.66782,121
2473,DEEPAKKANTNETAM,2511,2632,121,3.63073,3.71368,4
2474,TomFuj,2512,943,-1569,3.63076,3.68945,56
2475,John Wakefield,2513,140,-2373,3.63078,3.67469,90
2476,Haithem Mzoughi,2514,2580,66,3.63083,3.71015,38
2477,msafi04,2515,2561,46,3.63088,3.70958,22
2478,tmac,2516,2532,16,3.63096,3.70832,50
2479,Manimaran Subramanian,2517,2589,72,3.63097,3.71068,28
2480,banfenqian,2518,1738,-780,3.63099,3.69617,31
2481,Paresh Bhatia,2519,2637,118,3.63102,3.71441,8
2482,Y Assous,2520,2519,-1,3.63107,3.70772,6
2483,xuan,2521,1960,-561,3.6311,3.69918,7
2484,tobi,2522,2194,-328,3.63111,3.70145,4
2485,somaktukai,2523,2524,1,3.63111,3.70799,104
2486,Anderson Rocha,2524,2522,-2,3.63111,3.70799,13
2487,pagin,2525,2523,-2,3.63111,3.70799,2
2488,Rom M,2526,2515,-11,3.63113,3.70741,32
2489,luckiepeng,2527,2611,84,3.63113,3.71187,3
2490,Agata Wieclawska,2528,2631,103,3.63116,3.71366,9
2491,Dmitrii Zhuravlev,2529,2640,111,3.63122,3.71452,12
2492,kana,2530,2559,29,3.63126,3.70949,11
2493,Ronaldo Regis Posser,2534,2231,-303,3.63136,3.70237,1
2494,MinJun Chen,2533,2539,6,3.63136,3.70845,2
2495,Dheeraj,2532,2537,5,3.63136,3.70845,2
2496,Jeff @ Perth AU,2531,2538,7,3.63136,3.70845,17
2497,Itay Gabbay,2535,2206,-329,3.63137,3.70161,4
2498,KeepoWKS,2536,100,-2436,3.63138,3.67084,30
2499,Inoddy,2537,2586,49,3.6314,3.7105,1
2500,Daisuke Endo,2538,2671,133,3.63149,3.71884,4
2501,BeckyGuo,2539,2702,163,3.6315,3.72128,8
2502,AntonIs,2540,80,-2460,3.63152,3.66875,155
2503,mengmeng,2541,2181,-360,3.63156,3.70113,9
2504,resec,2542,2722,180,3.63165,3.72494,8
2505,kageyama,2543,2220,-323,3.6317,3.70205,1
2506,深圳吴彦祖,2544,2221,-323,3.6317,3.70205,1
2507,callmenuts,2545,2627,82,3.63171,3.71341,3
2508,Nikolaev Sem,2546,2399,-147,3.63175,3.7058,5
2509,Bing Guo,2547,2180,-367,3.63177,3.70113,1
2510,jiangxiaobai,2548,2178,-370,3.63179,3.70107,2
2511,coding,2549,2188,-361,3.63183,3.70132,1
2512,press[ Alt + F4 ] to win,2550,2594,44,3.63186,3.7109,34
2513,BEN LEE,2551,2130,-421,3.63187,3.70062,7
2514,mpb_one,2552,2201,-351,3.63189,3.70156,1
2515,Daily_Fresh_CcC,2553,2204,-349,3.63189,3.70156,1
2516,lukaspumas,2554,2202,-352,3.63189,3.70156,3
2517,EastWest,2555,1892,-663,3.63189,3.69853,2
2518,Congee,2556,2094,-462,3.63189,3.70033,12
2519,Pierre Cayot,2557,2200,-357,3.63189,3.70156,5
2520,致Great,2558,2199,-359,3.63189,3.70156,4
2521,Jeong Min Kim,2559,2203,-356,3.63189,3.70156,14
2522,hanlin,2560,1796,-764,3.63189,3.6971,14
2523,Linlin,2561,2686,125,3.63199,3.72001,19
2524,Robin,2562,2175,-387,3.632,3.70105,9
2525,Vickye Jain,2564,2715,151,3.63201,3.72341,44
2526,zeming,2563,2508,-55,3.63201,3.70704,16
2527,Gredikindon,2565,2022,-543,3.63204,3.69979,39
2528,m4rco,2566,2672,106,3.63205,3.71884,21
2529,Lubor Pacak,2567,2609,42,3.6321,3.7118,11
2530,WangSampson,2568,2471,-97,3.63213,3.7064,9
2531,Aindriú,2569,104,-2465,3.63214,3.67118,176
2532,Terkel Bo Olsen,2570,2213,-357,3.63221,3.70192,3
2533,murayaaa,2571,2219,-352,3.63221,3.702,1
2534,Eduard Ilyasov,2572,2186,-386,3.63222,3.70124,2
2535,Navneet,2573,2151,-422,3.63225,3.70081,4
2536,uwu,2574,133,-2441,3.63226,3.67387,62
2537,Negtitep,2575,2196,-379,3.63227,3.70147,6
2538,Bucky-X,2582,2652,70,3.63243,3.71578,6
2539,ajitkale,2584,2655,71,3.63243,3.71578,8
2540,林湧森 (Dyson Lin),2583,2648,65,3.63243,3.71578,10
2541,HUSTerGOGOGO,2581,2653,72,3.63243,3.71578,1
2542,Ragul,2576,2656,80,3.63243,3.71578,1
2543,Randy Boyes,2579,2651,72,3.63243,3.71578,2
